source_id,phot_g_mean_mag,bp_rp,teff_gspphot,target_id,target_ra,target_dec,target_separation (deg)
3216472283234267136,18.117207,2.9151173,3414.768,Horsehead nebula,85.24583,-2.45833,0.05300659142826916
3216467442805566080,20.094927,2.1250153,,Horsehead nebula,85.24583,-2.45833,0.05314665213072448
3216472321888389120,19.777746,2.6422844,,Horsehead nebula,85.24583,-2.45833,0.053471252578112013
3216468709822078336,18.871607,2.103386,3622.0364,Horsehead nebula,85.24583,-2.45833,0.053678410439395086
3216467958201622272,19.66841,2.1746979,,Horsehead nebula,85.24583,-2.45833,0.053795913914344
3216467953907813760,17.076513,3.1247845,3332.566,Horsehead nebula,85.24583,-2.45833,0.05391683614395868
3216467885188331776,17.873165,1.9619694,5011.284,Horsehead nebula,85.24583,-2.45833,0.0542561975107725
3216468503661947904,17.164139,1.2252369,6057.7114,Horsehead nebula,85.24583,-2.45833,0.05456720244891362
3216467614604264576,20.52825,1.9241772,,Horsehead nebula,85.24583,-2.45833,0.05459686674873092
3216468709820390912,14.355429,1.7897959,,Horsehead nebula,85.24583,-2.45833,0.05463904237194759
3216471909572813696,15.648038,1.4510365,5958.513,Horsehead nebula,85.24583,-2.45833,0.05465479118843055
3216468301798996480,18.54126,3.5855103,4881.3716,Horsehead nebula,85.24583,-2.45833,0.05510195377127464
3216468714117276288,17.946308,1.4266071,5068.8374,Horsehead nebula,85.24583,-2.45833,0.055133181720893494
3216468714115892992,20.126986,1.0275879,,Horsehead nebula,85.24583,-2.45833,0.0552397271437331
3216467442806829952,20.568602,1.4996738,,Horsehead nebula,85.24583,-2.45833,0.0555532947468656
3216469229511923200,20.847128,1.7768764,,Horsehead nebula,85.24583,-2.45833,0.05596275295269604
3216469470030100096,18.505814,3.2412148,,Horsehead nebula,85.24583,-2.45833,0.055989741729488646
3216468297508367104,20.956614,2.1735744,,Horsehead nebula,85.24583,-2.45833,0.056189572896474395
3216469465735722240,16.280752,2.736229,3558.933,Horsehead nebula,85.24583,-2.45833,0.056721730023175106
3216444971536686720,19.78379,1.3632526,,Horsehead nebula,85.24583,-2.45833,0.05767881642693642
3216468503664545920,20.91136,1.6869278,,Horsehead nebula,85.24583,-2.45833,0.057866129819082145
3216444215623696768,16.342836,1.6468849,5188.293,Horsehead nebula,85.24583,-2.45833,0.05817246360501745
3216468507957466112,19.750505,1.0225334,,Horsehead nebula,85.24583,-2.45833,0.05886361231104558
3216472424968882816,11.820606,1.8884277,,Horsehead nebula,85.24583,-2.45833,0.0589147471798478
3216472424967603456,20.134071,1.5322514,,Horsehead nebula,85.24583,-2.45833,0.05897759490014927
3216472420673222016,14.57897,2.0161266,,Horsehead nebula,85.24583,-2.45833,0.05900068412210871
3216471875212573056,20.917646,1.6680508,,Horsehead nebula,85.24583,-2.45833,0.0595040102048515
3216471875212799872,20.886059,1.6356468,,Horsehead nebula,85.24583,-2.45833,0.059603172780857014
3216467369791673984,17.472178,1.4186974,5126.444,Horsehead nebula,85.24583,-2.45833,0.06028402578265946
3216468714116295424,21.00967,1.2101364,,Horsehead nebula,85.24583,-2.45833,0.06034776161601682
3216444142609056640,19.247532,2.5480309,,Horsehead nebula,85.24583,-2.45833,0.060424371715387865
3216445035962320768,18.24624,1.6636333,4290.9863,Horsehead nebula,85.24583,-2.45833,0.060692826762240734
3216472321888392704,19.282074,1.6749821,,Horsehead nebula,85.24583,-2.45833,0.060800860663136246
3216468714117751168,19.81142,1.7800083,,Horsehead nebula,85.24583,-2.45833,0.06088505380369159
3216444146902965120,19.980017,1.602026,,Horsehead nebula,85.24583,-2.45833,0.06093143960068981
3216468091349937024,20.513367,2.0046062,,Horsehead nebula,85.24583,-2.45833,0.061190386483430816
3216469504391796224,20.111996,2.2204514,,Horsehead nebula,85.24583,-2.45833,0.06225095672537724
3216444146902964992,20.253689,1.6483803,,Horsehead nebula,85.24583,-2.45833,0.0622644094352547
3216472317594721536,18.140251,1.5327206,4938.3223,Horsehead nebula,85.24583,-2.45833,0.06258150406628606
3216471870918062080,17.98948,1.5324879,4802.022,Horsehead nebula,85.24583,-2.45833,0.06266628048305237
3216444971536689280,20.325054,1.4411049,,Horsehead nebula,85.24583,-2.45833,0.06268817294291748
3216471870917457536,19.912931,1.9477825,,Horsehead nebula,85.24583,-2.45833,0.06314839704129253
3216469504390624896,20.833391,1.4759922,,Horsehead nebula,85.24583,-2.45833,0.06315209186557907
3216444967242800384,18.217487,1.3485641,4530.131,Horsehead nebula,85.24583,-2.45833,0.06324337592669137
3216467408447092864,19.94222,1.3757019,,Horsehead nebula,85.24583,-2.45833,0.06331245348642754
3216445040256165760,20.126745,1.201828,,Horsehead nebula,85.24583,-2.45833,0.06345244152391347
3216467404150294272,18.59613,1.3946228,4231.3706,Horsehead nebula,85.24583,-2.45833,0.06353411104823362
3216472424967599104,18.518974,1.5892868,4252.651,Horsehead nebula,85.24583,-2.45833,0.06368060872845298
3216471875211811200,20.369625,1.3864479,,Horsehead nebula,85.24583,-2.45833,0.06384762832117818
3216469504390232064,18.891302,2.8492146,3697.7039,Horsehead nebula,85.24583,-2.45833,0.06404638927739648
3216471875213395328,21.101877,-1.6272469,,Horsehead nebula,85.24583,-2.45833,0.06419093221750123
3216472424967599488,19.385597,1.8230381,,Horsehead nebula,85.24583,-2.45833,0.06453936325012352
3216468778541578496,19.34837,2.198988,,Horsehead nebula,85.24583,-2.45833,0.06504806735106881
3216467404151911040,17.546148,3.5700588,,Horsehead nebula,85.24583,-2.45833,0.06513784132819152
3216467923843159296,13.498101,1.2793951,6036.6772,Horsehead nebula,85.24583,-2.45833,0.06514979814951828
3216444215622445824,20.543434,2.3312817,,Horsehead nebula,85.24583,-2.45833,0.06516993442751567
3216467374086088832,20.654871,2.1110172,,Horsehead nebula,85.24583,-2.45833,0.06538335564463729
3216467374087954560,20.401731,0.8614025,,Horsehead nebula,85.24583,-2.45833,0.06550017089449131
3216467374087351552,15.956834,2.5421257,11395.568,Horsehead nebula,85.24583,-2.45833,0.06575401464028786
3216445242120762240,19.489351,1.6860275,,Horsehead nebula,85.24583,-2.45833,0.06599947618700717
3216468782835370496,19.911386,1.8316994,,Horsehead nebula,85.24583,-2.45833,0.06662326915900839
3216472356249411200,12.739394,0.9461355,5912.2896,Horsehead nebula,85.24583,-2.45833,0.06681284086319764
3216472390608876032,21.080233,1.2025509,,Horsehead nebula,85.24583,-2.45833,0.06701479294276155
3216444215623184640,20.75095,0.57985497,,Horsehead nebula,85.24583,-2.45833,0.06711006994587364
3216472420676979200,20.64206,1.7233753,,Horsehead nebula,85.24583,-2.45833,0.06721993287295916
3216467408447094400,15.126762,2.3429089,,Horsehead nebula,85.24583,-2.45833,0.0673629784290142
3216470981859866112,20.503748,1.9863873,,Horsehead nebula,85.24583,-2.45833,0.0678193560120128
3216467923841879296,20.702768,1.7881222,,Horsehead nebula,85.24583,-2.45833,0.06796041242762699
3216467408445838592,20.796267,,,Horsehead nebula,85.24583,-2.45833,0.06804974750505147
3216470981858577152,20.826473,1.5423698,,Horsehead nebula,85.24583,-2.45833,0.06815270039316983
3216455760494911104,20.571644,1.9174271,,Horsehead nebula,85.24583,-2.45833,0.0683074974117802
3216443940745790208,16.253092,1.9256067,,Horsehead nebula,85.24583,-2.45833,0.06914707182454183
3216471772133863168,15.573718,1.6405973,5330.3633,Horsehead nebula,85.24583,-2.45833,0.06926742349464213
3216470908845466112,16.045242,2.8433256,3372.998,Horsehead nebula,85.24583,-2.45833,0.06942178776239602
3216444181262712704,20.8552,1.5325012,,Horsehead nebula,85.24583,-2.45833,0.06979653547278342
3216472459327330560,20.094427,1.7931995,,Horsehead nebula,85.24583,-2.45833,0.0701774964174225
3216472489392699776,20.300022,2.4128132,,Horsehead nebula,85.24583,-2.45833,0.07034209342151489
3216444146904818944,19.84901,1.2792492,,Horsehead nebula,85.24583,-2.45833,0.07035393280617441
3216472459327330688,20.585283,1.2181492,,Horsehead nebula,85.24583,-2.45833,0.07044099237154579
3216471943931907328,20.545689,1.3143005,,Horsehead nebula,85.24583,-2.45833,0.07046803032362571
3216470702690052608,20.596525,1.9005032,,Horsehead nebula,85.24583,-2.45833,0.07052103072680635
3216455726135178752,19.933868,1.5656986,,Horsehead nebula,85.24583,-2.45833,0.07053280512794996
3216444181262713472,20.07374,1.166357,,Horsehead nebula,85.24583,-2.45833,0.07071326501657048
3216471772132598656,20.250523,1.735508,,Horsehead nebula,85.24583,-2.45833,0.07078485714497981
3216472390607866496,18.76671,2.445898,3626.776,Horsehead nebula,85.24583,-2.45833,0.07081871527178717
3216444937178204160,17.53799,1.5985088,4720.8716,Horsehead nebula,85.24583,-2.45833,0.07114793645694892
3216468782835373824,20.357197,1.710083,,Horsehead nebula,85.24583,-2.45833,0.07133290143204629
3216470981860271104,21.313185,1.2957039,,Horsehead nebula,85.24583,-2.45833,0.0713835741296992
3216471973997320704,17.661236,1.7286377,5420.922,Horsehead nebula,85.24583,-2.45833,0.07150243407809094
3216456168520723584,19.56914,1.9146767,,Horsehead nebula,85.24583,-2.45833,0.0717908299485439
3216473936796078976,19.90055,1.7665634,,Horsehead nebula,85.24583,-2.45833,0.07217616226043952
3216472493688359168,17.296713,2.2153187,4414.6523,Horsehead nebula,85.24583,-2.45833,0.07221564633642855
3216472356248911104,20.881668,2.3748589,,Horsehead nebula,85.24583,-2.45833,0.07222141293723953
3216472390607866880,20.143167,1.3505592,,Horsehead nebula,85.24583,-2.45833,0.07233376841144047
3216471978291020928,19.160118,2.1522083,,Horsehead nebula,85.24583,-2.45833,0.07239088188285756
3216472493687074816,20.527754,1.6393929,,Horsehead nebula,85.24583,-2.45833,0.07284170211566467
3216468782835372032,19.089468,3.5431366,,Horsehead nebula,85.24583,-2.45833,0.07294999769236682
3216456138453029120,11.916841,0.8638773,5745.8228,Horsehead nebula,85.24583,-2.45833,0.07316743381562661
3216444181263960704,16.455109,1.4896927,5826.2095,Horsehead nebula,85.24583,-2.45833,0.07426374515224918
3216472386312436480,18.259933,1.6297913,4764.927,Horsehead nebula,85.24583,-2.45833,0.07436569449363767
3216469882348236160,14.991169,1.9564915,,Horsehead nebula,85.24583,-2.45833,0.07455343198266287
3216445242120766336,19.059933,1.6599293,,Horsehead nebula,85.24583,-2.45833,0.07519548111025752
3216455584401412864,18.627556,1.3484268,4680.5786,Horsehead nebula,85.24583,-2.45833,0.07541322195491297
3216455588695833472,18.881985,1.1965466,4456.0996,Horsehead nebula,85.24583,-2.45833,0.07636871792391231
3216472489391653504,18.099136,1.4322281,5166.9775,Horsehead nebula,85.24583,-2.45833,0.07660984728774259
3216443872025058816,20.522165,1.5827961,,Horsehead nebula,85.24583,-2.45833,0.07705959826485337
3216471836558328960,16.150364,1.8347912,5039.3657,Horsehead nebula,85.24583,-2.45833,0.0771191415423919
3216472562406566528,20.641905,1.896986,,Horsehead nebula,85.24583,-2.45833,0.07732649849991288
3216444937178205440,19.981377,1.5229034,,Horsehead nebula,85.24583,-2.45833,0.07736279033888838
3216473936796075904,20.30505,1.9220581,,Horsehead nebula,85.24583,-2.45833,0.07762655183452229
3216472558112887808,19.284597,1.5839767,,Horsehead nebula,85.24583,-2.45833,0.07779674254935529
3216444937176961152,20.909567,1.4818649,,Horsehead nebula,85.24583,-2.45833,0.07788383419222608
3216445246415849216,16.690144,3.5485811,,Horsehead nebula,85.24583,-2.45833,0.07791401147281148
3216445315134071680,19.957754,2.1070004,,Horsehead nebula,85.24583,-2.45833,0.07794992212716358
3216443936450580992,18.100546,1.4123611,4734.841,Horsehead nebula,85.24583,-2.45833,0.07842423608996912
3216443906384806400,20.79666,1.080492,,Horsehead nebula,85.24583,-2.45833,0.07875818498126043
3216445212054864000,18.858782,1.7842484,3571.318,Horsehead nebula,85.24583,-2.45833,0.07889629603257464
3216444112544484352,16.647303,2.496007,3539.2312,Horsehead nebula,85.24583,-2.45833,0.07902141375278168
3216445005897682560,16.31555,1.606204,4886.2407,Horsehead nebula,85.24583,-2.45833,0.0790483343481074
3216444937178206464,13.734333,1.4491119,5548.1357,Horsehead nebula,85.24583,-2.45833,0.07936640831210305
3216444181262719360,20.833775,2.128004,,Horsehead nebula,85.24583,-2.45833,0.0793708804376842
3216445212054864640,20.515081,1.6212521,,Horsehead nebula,85.24583,-2.45833,0.07948399142552115
3216471737772866688,20.639208,1.3921013,,Horsehead nebula,85.24583,-2.45833,0.07950104127381745
3216445207761004544,18.846243,1.4260635,4490.2847,Horsehead nebula,85.24583,-2.45833,0.0795513301043733
3216444181263112192,20.938934,1.6278915,,Horsehead nebula,85.24583,-2.45833,0.07969727956964201
3216455760495989888,15.1640005,1.5213833,7962.276,Horsehead nebula,85.24583,-2.45833,0.07982135007807553
3216445005896438144,19.555077,1.8107624,,Horsehead nebula,85.24583,-2.45833,0.08014556656993276
3216445005896438016,20.520458,,,Horsehead nebula,85.24583,-2.45833,0.08016824689993617
3216455584401412608,19.133146,3.102415,,Horsehead nebula,85.24583,-2.45833,0.08057415529092136
3216472562407841536,19.201965,1.834219,,Horsehead nebula,85.24583,-2.45833,0.08059168672574425
3216472699845507840,20.278627,1.3650055,,Horsehead nebula,85.24583,-2.45833,0.08108406921931557
3216444108249289216,18.97399,2.0458965,,Horsehead nebula,85.24583,-2.45833,0.08122080328697495
3216443906386054016,17.731918,1.8452187,4188.614,Horsehead nebula,85.24583,-2.45833,0.08135225297738305
3216443906384806784,18.982462,1.0910797,4766.5073,Horsehead nebula,85.24583,-2.45833,0.08148187048890583
3216443902090838400,18.80588,1.1501503,4724.5586,Horsehead nebula,85.24583,-2.45833,0.08149738956784333
3216472523756194176,18.461412,1.674736,4311.987,Horsehead nebula,85.24583,-2.45833,0.08175420242801441
3216443872025066112,20.879667,1.9511032,,Horsehead nebula,85.24583,-2.45833,0.08197117161083096
3216445005897682944,17.49338,2.6495762,3541.7854,Horsehead nebula,85.24583,-2.45833,0.0819747667053926
3216444176968772864,18.242039,2.715582,3348.2505,Horsehead nebula,85.24583,-2.45833,0.08198396820219625
3216443833371358464,18.768648,1.267973,4482.229,Horsehead nebula,85.24583,-2.45833,0.0819996523839824
3216455653128695936,19.140984,3.2521133,,Horsehead nebula,85.24583,-2.45833,0.08282309667114134
3216471737774127488,14.263845,2.3131046,,Horsehead nebula,85.24583,-2.45833,0.082843514573138
3216456138452024192,20.191208,1.728405,,Horsehead nebula,85.24583,-2.45833,0.08298135519095581
3216443902090840064,18.549154,1.1614361,4800.659,Horsehead nebula,85.24583,-2.45833,0.08354777653777841
3216456065439222912,19.762535,2.2012424,,Horsehead nebula,85.24583,-2.45833,0.083669328623978
3216444937178207744,19.570436,1.5967445,,Horsehead nebula,85.24583,-2.45833,0.08372865564116383
3216471840853341312,19.201252,1.5163937,,Horsehead nebula,85.24583,-2.45833,0.08379234788360015
3216471836558337280,19.219337,2.3574657,,Horsehead nebula,85.24583,-2.45833,0.08379913079925025
3216455691775435392,20.880104,1.7696953,,Horsehead nebula,85.24583,-2.45833,0.08388605165280723
3216455653121376768,18.62032,2.6724567,3285.7893,Horsehead nebula,85.24583,-2.45833,0.0839811502699893
3216471836558323200,18.424198,1.6222763,4338.9023,Horsehead nebula,85.24583,-2.45833,0.08416627803284432
3216455657417215616,16.514246,1.7815208,8163.102,Horsehead nebula,85.24583,-2.45833,0.08438714507947234
3216456172812766464,18.83879,2.328167,3864.9502,Horsehead nebula,85.24583,-2.45833,0.08467564794423559
3216456069733551744,19.731869,2.2123241,,Horsehead nebula,85.24583,-2.45833,0.08486773749339582
3216469843696594560,20.281507,2.4952145,,Horsehead nebula,85.24583,-2.45833,0.08496937997294769
3216456172812766592,19.532711,2.0994987,,Horsehead nebula,85.24583,-2.45833,0.08499053925433296
3216455554336491520,20.64861,1.2592258,,Horsehead nebula,85.24583,-2.45833,0.08547533147378436
3216455588697739648,19.653728,3.1787052,,Horsehead nebula,85.24583,-2.45833,0.08550684610017488
3216471737774128896,17.046684,2.9258013,,Horsehead nebula,85.24583,-2.45833,0.08578542728346816
3216443906386054656,14.964868,1.5752401,5152.432,Horsehead nebula,85.24583,-2.45833,0.08590298954691532
3216445212055263488,21.080338,1.2471066,,Horsehead nebula,85.24583,-2.45833,0.08603610190727641
3216471836558339840,19.284494,2.1882038,,Horsehead nebula,85.24583,-2.45833,0.08637442698397921
3216432120994538752,18.102833,2.462717,,Horsehead nebula,85.24583,-2.45833,0.08645570642145463
3216444829803814272,17.181032,1.8513622,,Horsehead nebula,85.24583,-2.45833,0.08711878030729911
3216444902817228672,18.303278,1.5868397,4750.337,Horsehead nebula,85.24583,-2.45833,0.08766264818058296
3216444078183508736,21.04176,1.7370682,,Horsehead nebula,85.24583,-2.45833,0.08779820605275934
3216443803306841728,17.412899,2.032051,3807.585,Horsehead nebula,85.24583,-2.45833,0.08820935264867773
3216472699845508608,19.797129,2.1164093,,Horsehead nebula,85.24583,-2.45833,0.08860654259953143
3216444078184436736,21.061092,1.7221622,,Horsehead nebula,85.24583,-2.45833,0.0887427116550895
3216445276480496000,17.352041,1.720377,4731.6626,Horsehead nebula,85.24583,-2.45833,0.08902515675794187
3216444902818935296,21.115538,1.2255421,,Horsehead nebula,85.24583,-2.45833,0.0891045765163876
3216455584401411968,19.981283,2.209011,,Horsehead nebula,85.24583,-2.45833,0.0892409127239983
3216455691776432640,17.010738,1.9424438,,Horsehead nebula,85.24583,-2.45833,0.08935604139274977
3216432116700562176,16.467323,1.5342035,4591.5156,Horsehead nebula,85.24583,-2.45833,0.08944479902521581
3216444009464803456,20.810923,1.6071644,,Horsehead nebula,85.24583,-2.45833,0.08951976267492708
3216455515681935360,17.879248,1.6893425,5775.36,Horsehead nebula,85.24583,-2.45833,0.09068714739837469
3216472558112907008,17.016115,2.5681276,3459.3408,Horsehead nebula,85.24583,-2.45833,0.09111137553782246
3216456069732546560,20.470592,1.6712093,,Horsehead nebula,85.24583,-2.45833,0.09122199039536291
3216455554336843264,20.82187,1.2908344,,Horsehead nebula,85.24583,-2.45833,0.09157159161637378
3216472734206525824,19.926653,2.5118256,,Horsehead nebula,85.24583,-2.45833,0.09162270843367036
3216455519977157632,20.890297,0.5384083,,Horsehead nebula,85.24583,-2.45833,0.09165628677116189
3216444834098993792,16.568241,2.118867,3736.793,Horsehead nebula,85.24583,-2.45833,0.09172168729598716
3216472184451325568,19.634615,1.6567898,,Horsehead nebula,85.24583,-2.45833,0.09175935508379342
3216469847988496640,20.068647,2.5813751,,Horsehead nebula,85.24583,-2.45833,0.0922832398092471
3216470840133093504,19.625616,2.8418674,,Horsehead nebula,85.24583,-2.45833,0.09236578394673475
3216472734206525184,14.876478,1.3518381,4750.731,Horsehead nebula,85.24583,-2.45833,0.09255881439546598
3216448270072361600,20.808544,1.1670322,,Horsehead nebula,85.24583,-2.45833,0.09260282378841095
3216471806492347904,19.852848,1.4125919,,Horsehead nebula,85.24583,-2.45833,0.09291753150834867
3216443837666577536,17.339533,1.3284359,4965.4854,Horsehead nebula,85.24583,-2.45833,0.09314961728544643
3216432086636054784,20.17248,1.0350857,,Horsehead nebula,85.24583,-2.45833,0.09399825868272794
3216445276480509696,18.490435,1.4837761,4103.9976,Horsehead nebula,85.24583,-2.45833,0.0941356936912032
3216444898523311232,18.651295,1.4709282,4502.7285,Horsehead nebula,85.24583,-2.45833,0.09427708820173854
3216456099805383168,20.172838,1.9329529,,Horsehead nebula,85.24583,-2.45833,0.09456199788709012
3216455554337073024,20.730333,1.2981548,,Horsehead nebula,85.24583,-2.45833,0.09462976790673082
3216472253168924288,20.309929,1.7089195,,Horsehead nebula,85.24583,-2.45833,0.0950402416401514
3216455485618001664,16.855953,1.6449814,7882.079,Horsehead nebula,85.24583,-2.45833,0.09505982736441837
3216471802198577280,17.699148,1.8101711,4817.593,Horsehead nebula,85.24583,-2.45833,0.09529268728005055
3216445276480480640,17.97769,1.4038315,5269.7217,Horsehead nebula,85.24583,-2.45833,0.09571770877606335
3216474207379620480,18.681496,1.8475323,4094.328,Horsehead nebula,85.24583,-2.45833,0.09573286157102692
3216472253168927616,20.930435,1.0825291,,Horsehead nebula,85.24583,-2.45833,0.0958120635088149
3216432086634812928,19.824825,1.590847,,Horsehead nebula,85.24583,-2.45833,0.09626394544066247
3216444902818471168,17.676508,1.3627224,5181.3306,Horsehead nebula,85.24583,-2.45833,0.09655481943243939
3216474035581718528,19.595585,2.6813202,,Horsehead nebula,85.24583,-2.45833,0.0967262960462734
3216444902818590464,18.872412,1.4539566,4036.285,Horsehead nebula,85.24583,-2.45833,0.09705754260593948
3216445276480494592,18.884567,2.4947567,3469.6875,Horsehead nebula,85.24583,-2.45833,0.09716115503868898
3216472734206525312,18.6935,1.8114986,4073.898,Horsehead nebula,85.24583,-2.45833,0.09717578687037186
3216472145796009984,17.341166,1.7398853,5604.804,Horsehead nebula,85.24583,-2.45833,0.09724362934405484
3216472047011772160,18.78231,1.5288696,3922.9233,Horsehead nebula,85.24583,-2.45833,0.0975111302739158
3216455519977742848,14.462237,2.0015192,5812.8394,Horsehead nebula,85.24583,-2.45833,0.09761681047237512
3216432086636057472,15.010125,1.2073708,5901.961,Horsehead nebula,85.24583,-2.45833,0.09764705275670191
3216443803305605504,20.45126,1.2947712,,Horsehead nebula,85.24583,-2.45833,0.09801588874302154
